Id,LotArea,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
1461,11622,0,270,882,896,0,896,730,140,0,221900
1462,14267,108,406,1329,1329,0,1329,312,393,36,538000
1463,13830,0,137,928,928,701,1629,482,212,34,180000
1464,9978,20,324,926,926,678,1604,470,360,36,604000
1465,5005,0,1017,1280,1280,0,1280,506,0,82,510000
1466,10000,0,763,763,763,892,1655,440,157,84,1225000
1467,7980,0,233,1168,1187,0,1187,420,483,21,257500
1468,8402,0,789,789,789,676,1465,393,0,75,291850
1469,10176,0,663,1300,1341,0,1341,506,192,0,229500
1470,8400,0,0,882,882,0,882,525,240,0,323000
1471,5858,0,354,1405,1337,0,1337,511,203,68,662500
1472,1680,504,327,483,483,504,987,264,275,0,468000
1473,1680,492,225,525,525,567,1092,320,0,0,310000
1474,2280,0,341,855,855,601,1456,440,173,0,400000
1475,2280,0,836,836,836,0,836,308,0,30,530000
1476,12858,162,1590,1590,1627,707,2334,751,144,133,650000
1477,12883,256,1544,1544,1544,0,1544,868,0,35,395000
1478,11520,615,1588,1698,1698,0,1698,730,192,74,485000
1479,14122,240,1794,1822,1822,0,1822,678,0,119,189000
1480,14300,1095,1473,2846,2696,0,2696,958,220,150,230000
1481,13650,232,1093,1671,1687,563,2250,756,238,130,385000
1482,7132,178,1346,1370,1370,0,1370,484,120,49,2000000
1483,18494,0,1324,1324,1324,0,1324,430,36,23,285000
1484,3203,14,1129,1145,1145,0,1145,437,100,116,252700
1485,13300,0,58,384,744,630,1374,400,100,0,329000
1486,8577,0,847,847,847,886,1733,433,144,48,233000
1487,17433,114,1629,1629,1645,830,2475,962,23,172,937000
1488,8987,226,1595,1595,1595,0,1595,880,144,0,667000
1489,9215,0,1218,1218,1218,0,1218,676,0,136,438000
1490,10440,0,54,1468,1468,0,1468,528,0,102,719000
1491,11920,122,831,831,831,828,1659,484,144,68,580500
1492,9800,0,816,816,1012,0,1012,429,121,0,280000
1493,15410,250,223,1208,1494,0,1494,461,296,0,687500
1494,13143,504,0,1231,1251,1098,2349,762,32,130,535000
1495,11134,180,261,1390,1402,823,2225,713,198,30,322500
1496,4835,0,190,1488,1488,0,1488,506,168,50,696000
1497,3515,0,840,840,840,840,1680,588,0,111,550000
1498,3215,120,320,600,600,600,1200,480,0,172,640000
1499,2544,0,190,600,600,600,1200,480,0,172,240000
1500,2544,216,224,600,600,636,1236,480,0,166,605000
1501,2980,1159,290,756,756,756,1512,440,0,32,625000
1502,2403,0,286,530,530,550,1080,496,0,50,775000
1503,12853,0,610,1642,1418,0,1418,852,160,192,861990
1504,7379,0,491,975,975,873,1848,592,280,184,685000
1505,8000,0,659,1492,1492,0,1492,596,277,137,309000
1506,10456,120,1323,1829,1829,0,1829,535,0,76,488000
1507,10791,0,143,1280,1280,1215,2495,660,224,32,210490
1508,18837,0,491,1224,1287,604,1891,678,0,69,785000
1509,9600,0,386,715,930,715,1645,441,0,78,450000
1510,9600,172,534,1232,1232,0,1232,490,0,224,1350000
1511,9900,0,150,1209,1209,0,1209,504,0,0,228000
1512,9680,268,500,1510,1510,0,1510,517,0,40,345000
1513,10600,0,533,533,1131,644,1775,480,0,172,600000
1514,13260,144,228,1728,1728,0,1728,0,0,0,585000
1515,9724,265,470,1140,1929,532,2461,400,0,0,920000
1516,17360,340,482,782,1019,537,1556,470,0,0,885000
1517,11380,216,136,1080,1128,0,1128,315,238,0,292500
1518,8267,0,1604,1604,1604,0,1604,576,42,0,301000
1519,8197,506,292,1480,1480,0,1480,620,252,73,951000
1520,8050,150,125,1143,1143,0,1143,308,0,0,430000
1521,10725,91,270,1206,1206,0,1206,312,0,21,650000
1522,10032,432,510,1244,1580,0,1580,440,0,28,289000
1523,8382,0,832,832,832,505,1337,263,0,0,505000
1524,10950,0,525,864,1064,0,1064,318,0,0,549000
1525,10895,0,324,972,972,0,972,305,0,0,425000
1526,13587,0,456,988,988,0,988,264,0,0,317625
1527,7898,0,576,576,985,0,985,676,0,0,975000
1528,8064,0,161,816,816,408,1224,280,414,0,287000
1529,7635,0,237,1175,1175,0,1175,484,0,0,204000
1530,9760,218,415,1395,1395,0,1395,440,657,0,1325000
1531,4800,771,661,709,1157,687,1844,240,84,0,1040000
1532,4485,0,357,936,936,0,936,0,51,0,325000
1533,5805,0,0,1347,1347,0,1347,551,0,0,571000
1534,6900,0,827,827,827,424,1251,240,0,0,360000
1535,11851,0,247,1027,1027,606,1633,240,0,100,349000
1536,8239,0,832,1008,1060,185,1245,315,0,0,832500
1537,9656,0,678,678,832,0,832,780,0,0,380000
1538,9600,0,930,930,930,636,1566,288,54,228,480000
1539,9000,0,346,346,1157,1111,2268,624,0,108,410000
1540,9045,0,840,840,1128,1128,2256,0,0,18,720000
1541,10560,0,455,738,868,602,1470,624,0,0,390000
1542,5830,0,200,988,1030,582,1612,363,0,0,360000
1543,7793,0,634,1108,1160,908,2068,315,0,0,355000
1544,5000,0,577,765,765,0,765,200,135,0,356000
1545,6000,0,144,608,608,524,1132,240,0,0,315000
1546,6000,0,308,572,848,348,1196,576,0,0,940000
1547,6360,300,316,835,955,498,1453,240,0,0,305000
1548,6000,0,480,780,780,636,1416,312,221,0,461000
1549,6240,0,252,528,548,492,1040,624,306,0,215000
1550,6240,0,480,928,928,608,1536,480,0,10,335000
1551,6120,0,164,1124,1068,0,1068,288,0,0,243500
1552,8094,0,888,888,888,1074,1962,572,160,0,1099880
1553,12900,0,780,780,780,780,1560,0,344,0,153000
1554,3068,0,662,662,662,662,1324,180,0,0,430000
1555,15263,90,656,1422,1675,0,1675,365,0,132,700000
1556,10632,0,689,689,725,499,1224,180,0,0,905000
1557,9900,0,186,1212,1212,180,1392,0,0,0,247500
1558,6001,0,232,600,600,319,919,231,0,0,199000
1559,6449,0,634,707,942,942,1884,0,0,0,314000
1560,6048,0,120,856,936,744,1680,450,56,144,437500
1561,10773,72,1128,1832,1832,0,1832,0,0,58,850830
1562,7800,47,150,864,892,0,892,416,0,0,555000
1563,7832,0,89,864,864,0,864,280,226,0,699950
1564,7424,0,0,1319,1373,0,1373,591,0,0,1088000
1565,11227,0,0,720,720,720,1440,480,192,38,290000
1566,20062,0,328,1420,1483,0,1483,690,496,0,375000
1567,9259,0,660,660,756,0,756,440,80,0,460000
1568,17082,288,153,1117,1117,864,1981,522,336,104,188500
1569,18600,0,0,972,1052,558,1610,480,0,0,680000
1570,11479,0,172,663,1074,0,1074,467,0,52,470000
1571,9350,0,564,756,1169,0,1531,209,0,0,597750
1572,9525,0,218,1172,1172,0,1172,366,240,0,570000
1573,17485,96,162,1508,1508,0,1508,572,0,0,272500
1574,11200,0,1250,1250,1298,0,1298,504,0,144,329950
1575,11980,177,0,1433,1433,0,1433,528,0,278,480000
1576,12361,85,86,946,964,838,1802,1017,450,92,740500
1577,7360,80,1198,1222,1222,0,1222,615,0,54,518500
1578,14235,0,676,676,831,614,1445,484,0,59,205425
1579,11105,0,0,870,965,0,965,580,71,0,171800
1580,9337,0,525,878,892,800,1692,513,0,39,535000
1581,15240,0,140,1026,1026,0,1026,308,316,85,660000
1582,7480,0,396,876,876,0,876,484,0,0,391500
1583,10389,320,296,1978,1978,0,1978,850,188,25,395000
1584,9375,0,1040,1040,1044,1054,2098,621,331,38,445000
1585,4435,170,176,848,848,0,848,420,140,0,770000
1586,8777,0,0,0,640,0,640,240,0,0,1450000
1587,8842,0,381,381,992,0,992,319,60,0,445000
1588,10044,0,126,1196,1196,0,1196,336,257,0,260000
1589,11792,0,744,744,792,328,1120,480,0,0,822500
1590,6305,0,480,1008,1096,0,1096,352,0,0,430000
1591,6410,0,960,960,960,0,960,0,0,0,212000
1592,4853,203,974,1107,1296,0,1296,260,0,0,660500
1593,7890,0,618,856,856,0,856,399,0,0,784000
1594,7200,0,0,0,862,1788,2650,0,0,0,453246
1595,9839,0,894,894,894,772,1666,0,0,156,675000
1596,10452,371,850,1528,1225,908,2133,312,0,0,199000
1597,15600,430,657,1032,1102,1075,2177,484,0,0,220000
1598,19645,44,80,423,896,756,1652,473,0,0,452000
1599,3907,0,235,982,1034,0,1034,598,141,36,382500
1600,3907,0,1115,1191,1191,0,1191,531,112,81,519950
1601,8154,0,0,480,540,0,540,200,0,0,665000
1602,9140,0,321,629,727,380,1107,625,0,56,527700
1603,8712,0,756,756,952,0,952,330,0,0,205000
1604,3811,186,221,1594,1646,0,1646,525,128,53,420000
1605,11050,0,434,1049,1036,880,1916,741,0,70,500000
1606,9620,0,564,1243,1285,0,1285,473,375,26,921500
1607,12760,0,1958,1958,2048,0,2048,776,0,0,890000
1608,11896,60,1258,1336,1346,0,1346,660,100,48,430000
1609,9803,0,1214,1214,1214,0,1214,520,0,25,258000
1610,9802,0,384,384,744,700,1444,400,100,0,511000
1611,15300,0,1026,1068,1264,0,1264,528,0,0,532170
1612,10114,0,1430,1430,1430,0,1430,624,0,0,560000
1613,11875,0,1344,1344,1344,0,1344,686,328,0,282950
1614,2394,0,30,945,945,0,945,253,174,0,2250000
1615,1476,0,370,546,546,546,1092,0,200,26,350000
1616,1900,0,546,546,546,546,1092,0,0,0,215000
1617,1890,0,252,546,546,546,1092,286,0,0,650000
1618,6953,0,395,864,874,0,874,352,0,0,320000
1619,12887,0,36,833,833,0,833,495,431,0,247000
1620,7700,0,1216,1216,1216,1216,2432,616,200,0,320000
1621,10475,0,166,624,624,650,1274,576,22,0,255000
1622,10544,0,388,864,864,615,1479,275,287,0,438000
1623,9892,0,54,1679,1803,0,1803,482,129,64,900000
1624,12961,0,208,1152,1152,645,1797,616,162,312,441000
1625,13008,0,318,882,882,0,882,502,0,0,420000
1626,10200,440,590,1434,1434,0,1434,528,80,21,370000
1627,10179,0,98,945,945,663,1608,470,252,30,269950
1628,11792,188,158,1008,1008,1275,2283,632,120,46,807100
1629,8400,32,100,384,958,670,1628,390,48,72,653000
1630,7296,0,243,2208,2522,0,2522,564,182,57,371500
1631,7380,0,1077,1418,1478,0,1478,495,168,43,284000
1632,8013,0,846,1587,1734,0,1734,528,52,50,272000
1633,8923,0,195,384,751,631,1382,396,256,0,313000
1634,7500,0,476,952,952,684,1636,440,0,84,917500
1635,8803,0,107,707,707,809,1516,409,0,46,673000
1636,7250,45,1181,1181,1190,0,1190,430,0,21,425000
1637,11900,157,722,1122,946,988,1934,567,0,176,399950
1638,13250,256,832,832,1154,896,2050,529,192,192,385000
1639,10928,101,1064,1427,1671,0,1671,484,252,55,269950
1640,12388,229,441,1043,1539,1134,2673,441,178,84,330000
1641,11088,144,308,1140,1707,0,1707,479,0,0,260000
1642,7000,0,304,926,1016,868,1884,581,0,35,470000
1643,7500,0,1058,1058,1058,816,1874,588,0,134,589000
1644,8470,0,471,972,972,839,1811,565,225,48,163500
1645,9373,161,120,1621,1621,0,1621,478,0,0,835000
1646,10140,196,228,1116,1116,0,1116,528,0,0,1095000
1647,11050,0,540,1176,1193,0,1193,506,40,0,269000
1648,7830,0,1180,1180,1180,0,1180,477,0,45,560000
1649,8510,178,543,1043,1050,0,1050,336,0,0,615000
1650,7038,0,138,864,864,0,864,576,210,0,585188
1651,9000,0,624,864,864,0,864,576,200,0,305000
1652,1680,504,229,483,483,504,987,264,0,0,166950
1653,1680,425,79,483,483,504,987,288,0,0,799000
1654,2308,0,498,804,804,744,1548,440,108,0,400000
1655,2280,0,0,1057,1055,0,1055,440,0,27,230000
1656,2349,0,466,855,855,601,1456,440,0,28,256883
1657,2364,0,484,804,804,744,1548,440,108,0,423000
1658,2364,0,576,855,855,601,1456,440,147,0,465000
1659,2104,0,300,836,836,0,836,345,150,20,440000
1660,10710,165,220,864,1120,0,1120,656,0,162,385000
1661,14257,726,416,1776,1794,978,2772,754,135,64,210000
1662,12350,0,379,1365,1365,1325,2690,864,0,197,297000
1663,12350,450,788,2020,2020,0,2020,896,192,98,470000
1664,13693,472,342,2630,2674,0,2674,762,360,50,226500
1665,11578,302,1736,1736,1736,0,1736,834,319,90,274250
1666,16870,238,251,1782,1782,0,1782,932,99,82,840000
1667,23303,20,278,1508,1508,1012,2520,640,192,273,677900
1668,10367,284,724,1739,1743,0,1743,927,168,45,425000
1669,10872,122,467,1504,1531,0,1531,700,184,52,180250
1670,13514,285,632,1774,1808,0,1808,850,200,26,464000
1671,12878,418,498,1760,1760,0,1760,583,165,190,320000
1672,15274,724,480,2452,2452,0,2452,886,0,116,625504
1673,13262,186,1082,1082,1105,1295,2400,730,114,40,592500
1674,9658,383,1598,1598,1606,0,1606,871,230,60,465000
1675,6904,240,522,1358,1358,0,1358,484,192,36,477000
1676,5122,135,425,1306,1306,0,1306,624,170,63,280000
1677,10307,176,474,1350,1358,0,1358,484,192,26,1505000
1678,14836,730,346,2492,2492,0,2492,949,226,235,445838
1679,15262,470,643,2200,2200,0,2200,685,208,55,1072000
1680,7390,308,1084,1884,1884,0,1884,649,231,90,467000
1681,6472,500,1451,1451,1456,0,1456,539,192,42,686000
1682,16770,270,516,1712,1712,0,1712,701,218,183,279950
1683,3480,163,1405,1405,1405,0,1405,478,148,36,527000
1684,10928,0,728,728,728,728,1456,390,100,0,325000
1685,8918,0,745,745,745,745,1490,392,36,20,328000
1686,3182,16,1204,1220,1220,0,1220,397,100,16,390000
1687,9434,0,384,384,744,630,1374,400,100,0,479950
1688,7984,200,868,868,868,762,1630,436,120,48,264950
1689,10125,0,846,846,846,748,1594,434,300,48,235000
1690,8965,0,130,782,806,683,1489,400,0,75,516500
1691,8174,0,204,698,698,644,1342,393,100,56,655000
1692,12891,,219,870,878,1126,2004,644,0,48,500000
1693,9734,0,30,384,744,630,1374,400,0,0,315000
1694,8433,0,111,794,819,695,1514,394,0,72,213000
1695,7750,0,384,384,774,656,1430,400,0,0,475000
1696,15896,210,264,1177,1223,1089,2312,658,298,0,1025000
1697,7848,0,384,384,774,656,1430,410,0,0,416000
1698,12720,150,282,1455,1466,1221,2687,810,252,30,410000
1699,10750,634,262,2024,2063,0,2063,815,182,56,800000
1700,9085,286,254,1070,1094,967,2061,647,296,102,472000
1701,11692,372,549,1173,1215,1017,2232,623,173,165,225000
1702,11194,240,1696,1696,1696,0,1696,972,120,56,210000
1703,10206,294,1614,1614,1658,0,1658,726,144,44,455000
1704,10130,260,408,1702,1702,0,1702,844,0,69,225000
1705,9139,206,1043,1422,1432,0,1432,492,297,50,480000
1706,11128,198,300,2458,2490,0,2490,795,70,226,363000
1707,7993,,1436,1436,1436,0,1436,529,0,121,2400000
1708,8640,0,1402,1402,1402,0,1402,625,205,126,181000
1709,12606,120,1530,1530,1530,0,1530,984,212,136,250000
1710,7500,238,1348,1372,1448,0,1448,692,0,140,481000
1711,10603,121,218,900,909,886,1795,782,168,45,260000
1712,8125,288,1836,1836,1836,0,1836,517,0,175,455000
1713,10625,0,222,1652,1662,0,1662,711,168,120,415000
1714,8736,0,422,1553,1553,0,1553,588,192,88,349500
1715,8127,0,402,812,812,841,1653,628,0,45,245000
1716,9605,0,1218,1218,1218,0,1218,576,0,178,592500
1717,7500,0,1087,1141,1141,0,1141,484,182,0,385000
1718,7500,0,1158,1158,1158,0,1158,0,0,50,315000
1719,10628,0,835,835,871,941,1812,478,146,91,255000
1720,10141,264,222,1512,1512,0,1512,845,210,36,693000
1721,13072,0,1114,1114,1114,0,1114,576,248,102,780000
1722,13072,0,1114,1114,1114,0,1114,0,0,39,237000
1723,12450,0,278,1114,1114,0,1114,576,0,42,525000
1724,7328,140,1450,1450,1450,0,1450,788,0,93,425000
1725,11492,132,276,913,913,1209,2122,559,0,74,369900
1726,7703,0,400,816,833,897,1730,528,0,91,290000
1727,7175,0,1332,1332,1332,0,1332,542,0,60,285000
1728,9109,0,122,754,754,786,1540,495,140,32,415000
1729,10274,141,345,676,698,702,1400,465,0,48,272500
1730,8250,0,0,0,964,918,1882,612,0,0,2900000
1731,9750,0,28,980,980,0,980,400,0,28,1365000
1732,8499,0,204,864,864,0,864,732,0,312,436000
1733,9079,0,0,864,864,0,864,440,158,0,210000
1734,9316,0,480,1024,1020,0,1020,288,171,0,236000
1735,7791,0,288,912,912,0,912,300,0,0,331000
1736,7150,60,182,912,912,0,912,252,0,0,365000
1737,15676,115,189,2014,2014,0,2014,864,462,0,450000
1738,11949,196,158,975,975,780,1755,524,502,60,770000
1739,2880,0,1376,1376,1376,1629,3005,704,0,177,455000
1740,3830,280,1726,1726,1726,0,1726,561,0,254,405000
1741,4217,252,183,1145,1256,0,1256,641,0,169,304900
1742,2998,513,249,756,756,756,1512,440,0,32,170000
1743,3768,218,142,691,713,739,1452,506,0,34,2050000
1744,14694,450,306,1694,1694,0,1694,642,501,120,780000
1745,15417,0,1619,1740,1740,0,1740,540,228,20,330000
1746,9600,200,392,392,1487,1012,2499,527,0,64,370000
1747,12732,0,150,752,1285,782,2067,784,297,40,467000
1748,10400,256,932,932,1271,1369,2640,515,0,120,405000
1749,9600,128,588,1288,1336,0,1336,502,312,11,675000
1750,9000,200,261,1216,1216,0,1216,336,0,0,500000
1751,13774,283,476,908,1316,972,2288,520,321,72,389999
1752,7130,0,216,864,864,0,864,312,0,0,630000
1753,9600,0,1568,1568,1568,0,1568,440,160,40,360000
1754,9600,252,467,1165,1165,896,2061,498,0,77,580000
1755,16500,509,270,1232,1320,0,1320,495,0,20,550000
1756,7436,0,160,894,894,0,894,396,0,0,879000
1757,8125,0,461,864,864,0,864,308,0,0,265000
1758,9450,160,265,1040,1362,0,1362,768,0,0,446500
1759,13495,70,222,1048,1728,0,1728,576,0,99,404000
1760,9350,217,491,1313,1313,0,1313,610,172,28,267500
1761,10500,144,294,1292,1292,0,1292,520,0,32,3075000
1762,8970,0,356,744,825,1315,2140,549,0,40,335000
1763,11475,90,640,1208,1576,0,1576,368,85,0,576000
1764,9768,0,613,960,960,0,960,330,0,70,208633
1765,9900,0,507,1680,1691,0,1691,550,0,67,315000
1766,10573,3,141,1453,1453,0,1453,530,0,49,725000
1767,14695,210,175,1562,1567,0,1567,542,0,110,550000
1768,8760,164,313,1169,1144,0,1144,286,257,0,610750
1769,12285,128,785,1329,1329,0,1329,441,0,0,550700
1770,9240,0,280,988,988,0,988,297,156,0,665000
1771,8750,0,565,1202,1202,0,1202,304,0,35,834000
1772,8750,0,727,1382,1382,0,1382,350,280,0,201000
1773,10400,0,295,1200,1200,0,1200,294,0,189,2384000
1774,9482,657,1866,1866,1866,0,1866,495,0,0,1384000
1775,8128,80,572,1062,1062,0,1062,297,0,0,1400000
1776,13070,0,323,631,1112,0,1112,480,0,0,305000
1777,8480,0,93,793,793,0,793,240,0,0,487000
1778,7626,0,100,1031,1031,0,1031,230,0,0,390000
1779,9533,140,0,0,1210,0,1210,616,208,0,548000
1780,11419,0,0,699,801,726,1527,410,0,0,268750
1781,9600,0,810,1200,1200,0,1200,246,126,0,819900
1782,5470,0,792,792,792,0,792,366,0,90,520000
1783,10800,0,676,676,676,676,1352,720,187,0,230000
1784,8146,0,405,405,717,322,1039,281,0,0,240000
1785,10230,0,1054,1054,1078,0,1078,264,0,0,232000
1786,10410,0,1313,1313,1313,0,2377,528,0,0,240500
1787,7200,0,560,560,930,760,1690,624,0,0,274975
1788,5400,0,416,416,599,0,599,0,0,81,740000
1789,10800,0,720,720,846,0,846,576,0,0,186375
1790,10800,0,630,630,725,0,725,320,0,30,790000
1791,9671,480,1248,1248,1248,1296,2544,907,0,0,880000
1792,10143,295,996,1380,1380,0,1380,364,0,0,279000
1793,11500,0,108,1040,1040,0,1040,480,0,0,295000
1794,8010,0,206,951,951,0,951,480,0,0,640000
1795,10454,143,559,1105,1105,0,1105,308,0,0,940000
1796,9000,82,160,160,1142,0,1142,384,0,28,260000
1797,8064,0,174,795,765,368,1133,900,0,0,559900
1798,7350,0,1041,1041,1041,0,1041,294,0,0,791500
1799,7200,0,0,732,732,0,732,240,0,68,265000
1800,8000,0,0,528,1183,0,1183,288,0,0,245000
1801,10800,0,832,832,832,629,1461,384,0,204,485000
1802,8064,0,744,864,1064,0,1495,576,180,36,684000
1803,7570,420,780,780,993,813,1806,483,0,55,425000
1804,8604,124,0,941,941,0,941,564,0,40,309600
1805,7936,0,219,1045,1045,0,1045,264,0,0,552250
1806,4080,0,901,901,861,517,1378,162,54,0,165000
1807,10307,0,339,972,972,972,1944,324,0,28,239900
1808,15660,0,240,240,810,496,1306,472,0,0,320000
1809,9900,0,504,504,764,700,1464,0,0,0,206600
1810,6406,0,269,690,868,690,1558,400,0,36,387000
1811,7627,0,600,600,1101,600,1701,0,0,0,299000
1812,10134,0,801,801,801,646,1447,0,80,0,855000
1813,6000,0,384,768,768,560,1328,308,0,12,315000
1814,7404,0,861,861,861,0,861,288,0,0,437500
1815,5925,0,0,0,612,0,612,308,0,0,252000
1816,8520,0,624,624,792,0,792,287,0,0,375000
1817,9600,0,677,677,833,677,1510,720,0,0,300000
1818,8400,0,917,917,1090,917,2007,357,0,235,420000
1819,3600,0,624,624,664,624,1288,280,0,103,900000
1820,3300,0,624,624,816,0,816,0,0,33,679900
1821,5400,0,972,972,1044,0,1480,207,0,0,463000
1822,9720,0,741,741,780,741,1521,640,0,0,380000
1823,9392,0,245,245,797,0,797,0,0,36,329500
1824,6615,0,1022,1022,1432,0,1432,216,266,61,604950
1825,4960,0,297,297,1001,653,1654,336,244,60,795000
1826,6000,444,248,468,822,320,1142,320,0,0,465000
1827,6120,0,960,960,995,0,995,264,0,15,673000
1828,6120,0,679,952,994,588,1582,250,189,0,810000
1829,8635,0,938,1072,1072,0,1072,1184,0,0,785000
1830,8094,0,1048,1048,1048,720,1768,576,0,0,338000
1831,9928,0,672,672,1272,672,1944,216,24,28,280000
1832,3000,0,1040,1040,1088,1040,2128,0,0,56,315000
1833,6876,0,198,720,1146,784,1930,316,0,0,530000
1834,5775,0,483,483,741,686,1427,379,0,24,380000
1835,5852,188,851,1020,978,886,1864,0,0,188,297000
1836,5160,0,1204,1204,1204,462,1666,384,0,0,730000
1837,5160,0,46,858,892,0,892,0,0,0,450000
1838,10320,0,160,698,754,649,1403,308,0,0,275000
1839,4280,0,560,560,704,0,704,220,0,0,595000
1840,10800,0,0,1200,1200,0,1200,0,120,0,435000
1841,10547,0,0,1152,1152,0,1152,252,0,0,270000
1842,9780,0,585,585,687,425,1112,226,0,0,950000
1843,11625,172,525,1052,1052,0,1052,668,0,215,389000
1844,8014,23,0,456,1034,0,1034,504,0,0,560000
1845,15400,0,552,552,904,611,1774,384,290,40,1350000
1846,15312,54,550,1138,1138,0,1138,480,0,0,799000
1847,15584,366,825,825,2071,0,2071,336,131,28,365500
1848,9000,0,0,0,660,0,660,0,0,0,252350
1849,15635,0,0,0,1383,0,1383,498,0,0,403950
1850,9571,0,816,1073,1073,0,1073,340,0,0,385000
1851,9350,0,405,747,892,747,1639,240,0,50,345000
1852,7440,0,916,1089,1089,0,1089,252,328,0,490000
1853,4235,149,104,1049,1049,0,1049,266,0,105,330000
1854,10778,0,308,1054,1061,0,1061,462,114,36,927000
1855,19255,100,0,520,1338,0,1338,576,0,0,1118000
1856,10560,0,605,1079,1079,800,1879,473,400,100,330000
1857,26400,0,0,0,1288,728,2016,576,0,0,530000
1858,7018,0,0,0,1114,1114,2228,720,73,0,365000
1859,7018,0,0,0,1535,0,1535,400,0,0,378750
1860,7040,216,0,1094,1229,0,1229,672,120,0,269900
1861,7007,0,0,0,1513,0,1513,400,0,0,557000
1862,11855,23,348,1168,1168,1619,2787,820,312,0,360000
1863,7939,23,348,1168,1168,1619,2787,820,312,0,352000
1864,7976,23,348,1168,1168,1619,2787,820,312,0,437000
1865,10933,242,534,1555,1680,0,1680,1138,185,24,322500
1866,10816,364,616,1720,1720,0,1720,846,208,104,650000
1867,9178,0,1468,1468,1468,0,1468,904,192,142,450000
1868,11422,352,479,1838,1838,0,1838,524,154,222,278500
1869,6762,0,380,1282,1290,0,1290,662,168,0,364950
1870,10324,140,382,1254,1254,0,1254,810,168,92,840000
1871,11645,76,1474,1498,1498,0,1498,844,144,98,268000
1872,11646,0,704,704,704,718,1422,440,36,28,517534
1873,16698,0,649,1449,944,815,1759,525,150,193,632925
1874,9757,0,235,990,990,0,990,440,66,0,577500
1875,14753,0,513,1463,1463,0,1463,539,0,81,339000
1876,8750,120,322,928,928,844,1772,492,150,96,570000
1877,10739,68,172,1431,1444,0,1444,577,144,40,563500
1878,11166,180,1468,1492,1492,0,1492,608,0,114,423000
1879,16269,76,282,907,907,0,907,343,72,0,355000
1880,6950,40,132,914,914,0,914,444,0,0,1550000
1881,11664,0,335,1569,1611,0,1611,1231,262,93,482000
1882,12334,198,1068,1068,1068,1116,2184,570,192,132,625000
1883,8749,,840,840,840,885,1725,550,0,48,538000
1884,11250,0,944,944,944,926,1870,608,256,43,380000
1885,15750,260,216,1462,1513,0,1513,521,135,34,375000
1886,12782,164,462,1822,1828,0,1828,523,194,144,245000
1887,8750,209,306,1417,1417,0,1417,511,60,0,310000
1888,10200,180,100,1578,1602,0,1602,810,0,48,1300000
1889,11069,0,608,608,608,788,1396,440,100,36,397000
1890,10682,0,615,1014,1149,0,1149,544,0,240,365000
1891,3675,80,0,547,1072,0,1072,525,0,28,328500
1892,6410,0,301,876,876,0,876,320,0,0,988000
1893,11767,0,0,1078,1368,0,1368,195,0,41,1000000
1894,10926,74,1678,1678,1678,0,1678,0,0,0,237000
1895,11767,259,604,1150,1560,0,1560,313,0,0,525000
1896,8212,0,94,720,854,444,1298,256,84,0,749000
1897,6300,88,0,832,832,436,1268,250,0,0,722500
1898,5707,0,583,583,647,595,1242,180,329,96,843000
1899,8574,0,816,816,1232,0,1232,440,0,0,438000
1900,7155,0,600,600,628,600,1228,215,0,113,578000
1901,13680,0,112,840,840,727,1567,440,0,21,227950
1902,14680,0,480,1273,1273,0,1273,307,483,0,196000
1903,8145,0,674,920,1240,1240,2480,400,0,0,641000
1904,9100,0,264,1112,1112,0,1112,390,0,0,350000
1905,13339,132,621,1561,1561,0,1561,463,0,148,205000
1906,15600,0,248,1067,986,537,1523,295,0,0,400000
1907,17500,420,91,1310,1906,0,1906,576,0,201,1030000
1908,1733,0,516,516,516,516,1032,452,279,0,505000
1909,1488,0,90,561,561,668,1229,462,176,0,475000
1910,1612,0,561,561,561,668,1229,462,154,0,520000
1911,13607,242,118,572,1182,800,1982,501,400,112,1450000
1912,17597,0,581,1803,2365,0,2365,551,200,144,333500
1913,8660,0,760,760,928,928,2168,576,467,160,232000
1914,10200,0,572,572,572,0,572,200,0,0,691100
1915,3843,174,120,1596,1648,0,1648,482,162,53,811000
1916,21780,0,0,0,810,0,810,280,119,24,551000
1917,10125,0,412,1107,1040,1012,2052,642,210,91,496500
1918,9750,0,135,902,926,0,926,351,319,0,705000
1919,9360,0,0,957,1287,0,1287,541,302,39,578000
1920,11070,0,1527,1582,1595,0,1595,672,0,0,255000
1921,13438,246,432,2190,2036,0,2036,780,90,154,1050000
1922,14463,406,526,1641,1641,0,1641,885,0,95,348000
1923,9839,0,250,712,1375,862,2237,440,305,24,230000
1924,14419,310,117,1645,1479,0,1479,578,224,238,359500
1925,9157,0,912,912,1072,942,2014,486,124,114,330000
1926,12633,290,338,1978,1978,0,1978,920,308,52,80000
1927,12518,182,476,1008,1008,0,1008,384,144,0,465000
1928,13383,176,594,1188,1404,0,1404,504,0,16,325000
1929,7689,0,0,796,796,0,796,336,138,0,340500
1930,7706,0,0,384,1091,0,1091,429,280,0,342500
1931,7669,0,0,828,883,0,883,698,100,32,290900
1932,10429,0,294,624,624,663,1287,440,150,0,868700
1933,10457,178,0,784,784,848,1632,898,0,173,1199000
1934,8702,0,220,926,926,678,1604,470,0,36,1150000
1935,8139,119,204,680,680,790,1470,420,192,49,859900
